ID_wyp	Data_wyp	ID_filmu	Pesel
303	2011-08-23	DD1987	77012657444
304	2011-08-24	BF2008	87100788765
305	2011-08-25	AA2005	70120675819
306	2011-08-26	AB2005	87100488725
307	2011-08-27	AC2005	84092799822
308	2011-08-28	AC2010	79122889753
309	2011-08-29	AC2008	90030999856
310	2011-08-31	BB2005	73092076849
311	2011-08-31	CD2007	79101010977
312	2011-09-01	DD1983	47032598027
313	2011-09-02	AC2003	65082890067
314	2011-09-02	CD2008	89022908766
315	2011-09-03	DD2007	73050412326
316	2011-09-04	BF1999	65082890107
317	2011-09-05	AA2000	89022489744
318	2011-09-06	AB2006	81042277655
319	2011-09-07	AX2009	88022685932
320	2011-09-07	BB2001	89122489714
321	2011-09-08	BB1999	83081788913
322	2011-09-09	AC2000	95082036587
323	2011-09-10	BB2001	88030422354
324	2011-09-10	BB1999	87080799825
325	2011-09-11	AC2000	80072765543
326	2011-09-12	BF2008	76122675877
327	2011-09-13	AA2005	49060987956
328	2011-09-14	AB2005	88022685902
329	2011-09-15	AC2005	90010488986
330	2011-09-16	AS2010	84091751933
331	2011-09-16	AC2008	88111299954
332	2011-09-17	BB2005	73082076855
333	2011-09-18	AC2000	78061600937
334	2011-09-19	AC1992	90051902315
335	2011-09-20	AL2010	75082822346
336	2011-09-20	CD2002	89122589754
337	2011-09-21	DD2009	85102809896
338	2011-09-22	AC1997	89040987715
339	2011-09-23	CD2002	79022707767
340	2011-09-24	DD2002	70120675818
341	2011-09-24	BD2005	47032598048
342	2011-09-24	AA2003	76113098062
343	2011-09-25	NK2005	66030685027
344	2011-09-26	BB2005	95052768528
345	2011-09-27	CD2007	95082778956
346	2011-09-28	DD1983	73029098768
347	2011-09-29	AC2003	90110899884
348	2011-09-30	CD2008	79100445687
349	2011-10-01	DD2007	80062465997
350	2011-10-01	BF1999	65072490045
351	2011-10-01	AA2000	76022675847
352	2011-10-01	AB2006	59092098710
353	2011-10-02	AA2000	79032778615
354	2011-10-03	BB2001	79062009767
355	2011-10-04	AL2010	76103098037
356	2011-10-05	AC2000	81020799097
357	2011-10-06	AB1999	70100775818
358	2011-10-07	BB2001	82052148795
359	2011-10-07	BB1999	83080122395
360	2011-10-08	AK2010	89100899833
361	2011-10-08	AC1994	82072709836
362	2011-10-08	NN1994	81102454687
363	2011-10-09	BG1999	71022675598
364	2011-10-10	BB2009	81062099545
365	2011-10-11	AS1999	95052768598
366	2011-10-11	AB2000	83081788923
367	2011-10-11	BB2003	79040112365
368	2011-10-12	AA1994	92032487685
369	2011-10-13	BB2009	65092490015
370	2011-10-14	DC1999	79112889763
371	2011-10-15	AA1995	82072709846
372	2011-10-16	BH2004	80070765593
373	2011-10-17	AA1998	79111590986
374	2011-10-18	AB2001	82070688964
375	2011-10-19	AA2006	81060188946
376	2011-10-20	AC2000	84072555426
377	2011-10-20	AC1992	73022098738
378	2011-10-20	BB2004	89122589754
379	2011-10-20	CD2002	91052687735
380	2011-10-21	DD2009	90112738475
381	2011-10-22	AC1997	89021744366
382	2011-10-23	AE2008	88032678854
383	2011-10-24	DD2002	86102376554
384	2011-10-24	BD2005	80070324566
385	2011-10-25	AA2003	89122009428
386	2011-10-25	AB2009	79032778646
387	2011-10-25	AA2006	81070188996
388	2011-10-26	AC2007	79092776545
389	2011-10-27	AK2010	88022685902
390	2011-10-28	AM2010	90010488986
391	2011-10-29	CD2002	84091751933
392	2011-10-30	DD1999	88111299954
393	2011-10-31	AC2000	73082076855
394	2011-11-01	CD2009	78061600937
395	2011-11-01	DD2003	90051902315
396	2011-11-02	BF2004	75082822346
397	2011-11-02	AA2002	90110899884
398	2011-11-02	AB2007	85102809896
399	2011-11-03	AA2007	89040987715
400	2011-11-04	AC2003	79022707767
401	2011-11-05	AC2008	70120675818
402	2011-11-06	BB2005	47032598048
403	2011-11-07	CD2004	76113098062
404	2011-11-07	DD2005	66030685027
405	2011-11-08	AC2008	95052768528
406	2011-11-08	CD2004	95082778956
407	2011-11-08	AD2008	90030999826
408	2011-11-09	BF2001	89101774688
409	2011-11-10	AX2006	80072765563
410	2011-11-10	AB2003	95082778926
411	2011-11-10	AA2007	79012776558
412	2011-11-10	AC2001	77012657439
413	2011-11-11	AC1979	82070688934
414	2011-11-12	BB1997	87121987686
415	2011-11-13	CD1986	91050687765
416	2011-11-14	DD1978	58073022657
417	2011-11-15	AC2008	89122889704
418	2011-11-16	CD2001	86112376544
419	2011-11-16	DD1987	73050512356
420	2011-11-16	BF2008	89121744366
421	2011-11-17	AA2005	89022908736
422	2011-11-17	AB2005	79052707768
423	2011-11-17	AC2005	79022776533
424	2011-11-18	AC2010	89123009458
425	2011-11-19	AC2008	79092009769
426	2011-11-20	BB2005	82030192835
427	2011-11-21	CD2007	78062657877
428	2011-11-22	DD1983	77012657444
429	2011-11-23	AC2003	87100788765
430	2011-11-23	CD2008	70120675819
431	2011-11-23	DD2007	87100488725
432	2011-11-24	BF1999	84092799822
433	2011-11-24	AA2000	79122889753
434	2011-11-24	AB2006	90030999856
435	2011-11-24	NN2006	73092076849
436	2011-11-25	BB2001	79101010977
437	2011-11-26	BB1999	47032598027
438	2011-11-27	AB1994	65082890067
439	2011-11-28	BB2001	89022908766
440	2011-11-29	BH2004	73050412326
441	2011-11-30	AB1994	65082890107
442	2011-12-01	BF2008	89022489744
443	2011-12-01	AA2005	81042277655
444	2011-12-01	AB2005	88022685932
445	2011-12-01	AC2005	89122489714
446	2011-12-02	AC2010	83081788913
447	2011-12-03	AC2008	95082036587
448	2011-12-04	BB2005	88030422354
449	2011-12-04	AC2000	87080799825
450	2011-12-05	AC1992	80072765543
451	2011-12-05	BB2004	76122675877
452	2011-12-06	CD2002	49060987956
453	2011-12-06	DD2009	88022685902
454	2011-12-06	AC1997	90010488986
455	2011-12-06	CD2002	84091751933
456	2011-12-07	DD2002	88111299954
457	2011-12-08	BF1990	73082076855
458	2011-12-09	AA2003	78061600937
459	2011-12-10	AB2009	90051902315
460	2011-12-11	DD2005	75082822346
461	2011-12-12	AC2008	89122589754
462	2011-12-12	CD2004	85102809896
463	2011-12-13	DD1999	89040987715
464	2011-12-13	BF2001	79022707767
465	2011-12-13	AA1993	70120675818
466	2011-12-14	AB2003	47032598048
467	2011-12-15	AA2007	76113098062
468	2011-12-16	AC2001	66030685027
469	2011-12-17	AC1979	89122589754
470	2011-12-18	BB1997	95082778956
471	2011-12-18	CD1986	73029098768
472	2011-12-19	DD1978	90110899884
473	2011-12-19	AC2008	79100445687
474	2011-12-19	CD2001	80062465997
475	2011-12-20	AW2010	65072490045
476	2011-12-21	CD2007	76022675847
477	2011-12-21	DD1983	59092098710
478	2011-12-22	AC2003	79032778615
479	2011-12-22	BC2004	79062009767
480	2011-12-22	DD2007	76103098037
481	2011-12-23	BF1999	81020799097
482	2011-12-24	AA2000	70100775818
483	2011-12-25	AB2006	82052148795
484	2011-12-25	AA2000	83080122395
485	2011-12-26	BB2001	89100899833
486	2011-12-26	AK2010	82072709836
487	2011-12-26	AC2000	81102454687
488	2011-12-27	AB1999	71022675598
489	2011-12-28	BB2001	81062099545
490	2011-12-29	BB1999	95052768598
491	2011-12-29	BH2004	83081788923
492	2011-12-30	AC1994	79040112365
493	2011-12-30	NN1994	92032487685
494	2011-12-31	AK2010	66032684427
495	2011-01-31	BB2009	73052776846
496	2011-12-31	AS1999	79101889775
497	2011-12-31	AC2010	89121774628
498	2011-12-31	AM2010	56070476895
499	2011-12-31	BB2005	79040112365
500	2011-12-31	AX2009	89122589754
